map#	urban_packing	rural_packing	college_degree_packing	income_packing	poverty_packing	minority_packing	repub_packing	dem_packing	compactness	minority_wins	dem_wins
2973	0.5696413645	0.4719379585	0.567050838	0.5614595752	0.620874601	0.6078131052	0.4311056846	0.4896782234	0.3900647861	11	42
2974	0.7133099883	0.6774555874	0.5083230256	0.742034219	0.8207894163	0.6589708172	0.6191811921	0.6288362989	0.4285949155	11	40
2975	0.3970761108	0.2812644793	0.6796139509	0.6423683209	0.8192292688	0.5878553326	0.5442696758	0.5875809713	0.3215071958	12	39
2976	0.4719081591	0.4233461154	0.2165602449	0.4669844066	0.4302298163	0.5901632115	0.5232274632	0.5265480105	0.585280541	11	41
2977	0.3991111974	0.2458386465	0.6980605292	0.5934931403	0.5463444641	0.5733525239	0.3966504244	0.4126488604	0.5487709881	12	39
2978	0.4917752713	0.5488692157	0.5246010122	0.5142848085	0.6416417269	0.6603076077	0.6655161065	0.6555842221	0.2299058669	12	38
2979	0.2422617106	0.2198350074	0.5645757086	0.5807573653	0.5552872449	0.3924787537	0.503040757	0.4879468577	0.3932038405	14	39
2980	0.5697637381	0.5712178292	0.5950044739	0.5323762528	0.4776439677	0.4654439362	0.5631108797	0.5816547892	0.327516539	13	41
2981	0.6215970928	0.6444854444	0.6224344535	0.5043551262	0.631373784	0.4629538091	0.5513914941	0.5571873325	0.353206825	11	41
2982	0.6099570776	0.5111463407	0.7228989685	0.6417344585	0.6682696347	0.6527563323	0.6604988914	0.6824604076	0.337500971	12	41
2983	0.451422784	0.4645097501	0.5804234178	0.6481933501	0.6637895722	0.5892391074	0.6038315757	0.6070454504	0.42474841	12	42
2984	0.6493974713	0.5635325407	0.5072755731	0.5034460625	0.4843941755	0.6098098042	0.510225247	0.5443831653	0.4679583767	11	38
2985	0.5215110927	0.49548788	0.530265696	0.5828801669	0.4973851946	0.3566537692	0.2786105257	0.3151203806	0.4160468771	13	40
2986	0.3356131749	0.2520348931	0.6615888685	0.4873364779	0.4884270536	0.3120275647	0.4588477549	0.4693155145	0.3974268701	13	39
2987	0.4030936621	0.3682126856	0.5075507403	0.6467998224	0.7281914052	0.6497815944	0.5995518914	0.612016929	0.4500108383	12	40
2988	0.6868248067	0.6048298431	0.5408229737	0.5613196095	0.530666156	0.5065533509	0.3810727938	0.4036979132	0.098846112	12	40
2989	0.3999616685	0.3965684948	0.5101796136	0.5010801952	0.6552285478	0.4843236791	0.5340844036	0.5462049783	0.2293328291	13	40
2990	0.5119757502	0.4867412522	0.3207807392	0.4071717471	0.4342062933	0.4290663205	0.4020094691	0.4476266209	0.4627054818	12	41
2991	0.6132347387	0.5869033264	0.4935892116	0.5455831727	0.5896893566	0.5717209373	0.5052155882	0.5059382127	0.5043193856	12	37
2992	0.221698135	0.3587939252	0.4955189061	0.6303518343	0.6471615806	0.5561600883	0.6885222477	0.6567013094	0.4402218637	15	40
2993	0.3697345269	0.4254312307	0.7599784374	0.6264661839	0.7275813693	0.4120375714	0.601912027	0.5984977347	0.6492744671	14	38
2994	0.5700025763	0.5070260496	0.5135858482	0.6441994264	0.6671562482	0.5578759407	0.3741269429	0.3995480911	0.27505533	12	39
2995	0.3495446743	0.3806813714	0.5241658784	0.4148363354	0.4551533465	0.5853708027	0.4989873293	0.4918233912	0.3469098259	12	39
2996	0.5057592736	0.5653431533	0.6647638106	0.6409057865	0.6672991365	0.4159433369	0.5630284701	0.5589174186	0.4097549592	13	38
2997	0.3385104871	0.2625165049	0.6792491346	0.5560076337	0.6361412172	0.4176783661	0.4496739607	0.4546433445	0.3750794833	13	38
2998	0.4140405503	0.405338393	0.6736571535	0.539448705	0.6502393013	0.56693362	0.496642002	0.5118552599	0.475034924	13	39
2999	0.5957310614	0.582797915	0.5415344096	0.4268478556	0.3634034728	0.5605990194	0.4371098751	0.4409366126	0.596199082	11	42
3000	0.3266426966	0.2203182782	0.493820202	0.6939610867	0.5332262722	0.5472615291	0.5865978287	0.5899486834	0.4273827761	14	41
3001	0.5365320478	0.542094293	0.6887567413	0.6446138236	0.6862228821	0.8052235114	0.7448594894	0.7696832652	0.3506611621	12	39
3002	0.2875841181	0.2330340757	0.6795753006	0.5560770147	0.4159735435	0.4138485539	0.4237824808	0.4233665791	0.6192985531	12	39
3003	0.7340294345	0.7652927356	0.6702116177	0.5879821596	0.546844342	0.4671703478	0.4808138201	0.5019715171	0.5676675454	14	38
3004	0.4351762971	0.3357018926	0.6639919594	0.6582368588	0.5743956978	0.6036297131	0.6056343907	0.6192346061	0.5519670551	13	40
3005	0.4995763654	0.5871955935	0.5418203653	0.6339863942	0.8241571582	0.701759026	0.5529439331	0.571929629	0.3185258217	11	40
3006	0.3144544273	0.2382723069	0.6644372426	0.5644699763	0.5106000737	0.1472559531	0.2008165294	0.1882980822	0.3083035585	12	40
3007	0.2446947774	0.2386783382	0.4786988299	0.6671546948	0.6340637085	0.5603289792	0.4206671287	0.4234681674	0.2380792392	12	38
3008	0.5413916301	0.3960025363	0.6360248641	0.6627949565	0.6817462444	0.5141498256	0.5223190671	0.5401144702	0.511360604	13	37
3009	0.5201744905	0.4602695343	0.6023636239	0.8353360646	0.8403708011	0.5628937929	0.6390669386	0.6320831419	0.2550276391	14	40
3010	0.3185377421	0.3267959661	0.4376272016	0.5450445349	0.4748283041	0.4053723863	0.359909756	0.3736473361	0.1564155104	12	39
3011	0.7465705841	0.727303219	0.6380351793	0.6062010832	0.5452687149	0.4785480067	0.4479812013	0.4792649512	0.5450480464	12	40
3012	0.4703076882	0.4483860574	0.5706495396	0.6072333371	0.5951304392	0.4781828636	0.5420176979	0.5621390586	0.3309224475	13	39
3013	0.5469824316	0.5488724789	0.3390440142	0.4369617521	0.4833201488	0.584766169	0.5663946833	0.5721701375	0.3664390523	13	38
3014	0.7127335093	0.6902848991	0.3529038561	0.5672606596	0.6500769492	0.3724137393	0.46859729	0.4876439961	0.4694013157	12	40
3015	0.2692660869	0.2198226171	0.5695347957	0.644815301	0.7502758818	0.7392323354	0.7757557978	0.784095671	0.417449807	12	38
3016	0.2500952737	0.2720994131	0.2962745042	0.6005716732	0.563885338	0.6315654227	0.5951500081	0.6146143603	0.4232078848	12	40
3017	0.621486173	0.5796891349	0.6683743689	0.8637356588	0.8630219537	0.783718816	0.7907575319	0.7742677631	0.4752624636	12	39
3018	0.4904622391	0.4611529919	0.7087343914	0.5742984267	0.7467926702	0.508107674	0.6562292443	0.663652464	0.5349245087	12	41
3019	0.6571203662	0.6577920371	0.6250612548	0.5978884254	0.7279929791	0.5794574658	0.6132313814	0.6190609403	0.5791004397	12	40
3020	0.4927951385	0.4386984595	0.8544997153	0.7468061934	0.6710280946	0.492938012	0.5399385086	0.5521761876	0.3938280023	12	39
3021	0.1011894175	0.0545874959	0.4289064084	0.3736581128	0.5185975709	0.2186283655	0.2749943827	0.2810289439	0.3593918876	13	40
3022	0.6362839013	0.6243594486	0.6838478096	0.6375687284	0.7208920424	0.5096274546	0.5778654606	0.5710051809	0.526019847	10	40
3023	0.3526923216	0.403352624	0.7489716725	0.6258168353	0.4869073924	0.5994172803	0.597522883	0.5986367224	0.3739795741	12	38
3024	0.5607619446	0.5465299598	0.3397499025	0.6654390343	0.7691764195	0.7472392288	0.5103265821	0.5350476206	0.5521966188	14	38
3025	0.5043231488	0.4062677883	0.5353605202	0.5455108301	0.6125010414	0.4913562523	0.3462462219	0.3578336375	0.4367431437	12	38
3026	0.2481666781	0.1667182156	0.3888761472	0.5185653461	0.4900743434	0.5361910279	0.4268686409	0.4426328855	0.5402075528	12	41
3027	0.6346182022	0.5983989305	0.5628396987	0.5006508127	0.6292778903	0.6922975925	0.6558922183	0.6678633438	0.4614723444	11	40
3028	0.3917363288	0.3973532967	0.6710255942	0.5846860993	0.5268733641	0.5787709317	0.5610219166	0.5690097723	0.2119713882	14	38
3029	0.3056244357	0.2971769269	0.6243492568	0.5883351476	0.7137054281	0.5972136505	0.6319257163	0.623156341	0.3544561052	13	41
3030	0.5092756362	0.4223726912	0.5436252895	0.628885471	0.6555685984	0.6735471187	0.6234039451	0.6234203734	0.3696238699	11	41
3031	0.2581397487	0.2518775615	0.7631178722	0.5060995958	0.3312590691	0.4179292888	0.3892647634	0.4049639879	0.4648776601	12	39
3032	0.4112551798	0.3423819983	0.464644057	0.6177824188	0.6207530386	0.6601186332	0.5027243956	0.527164496	0.3579667771	13	41
3033	0.5653531086	0.5926907506	0.5560910788	0.5361748526	0.4241892659	0.4719336256	0.5819972313	0.5737325485	0.638324455	13	40
3034	0.630056468	0.4636630284	0.530896027	0.5464287382	0.3485744732	0.4778601753	0.269153229	0.2891311041	0.4440249618	11	38
3035	0.6021493362	0.5200582128	0.4660982569	0.64929286	0.5528656245	0.551995429	0.5182696257	0.519002699	0.2354669101	12	40
3036	0.3669229699	0.4269524976	0.582233312	0.6568689329	0.7599540952	0.9497930877	0.8205332643	0.847630057	0.4799584238	12	38
3037	0.3817389495	0.2980827674	0.2786908695	0.6072904336	0.6231888249	0.3847297327	0.3805648863	0.3996712057	0.4049790476	11	42
3038	0.537915898	0.4614726179	0.394462095	0.4975482103	0.5892554946	0.3925949233	0.497624655	0.4887258033	0.4552767282	13	39
3039	0.2043492047	0.1647053887	0.725892382	0.6897599348	0.7574037789	0.4559845121	0.489866163	0.4979337807	0.4667366283	12	43
3040	0.4613369408	0.3591919973	0.6765185385	0.5688735941	0.603770614	0.6384651394	0.6629788909	0.6838548345	0.4925899878	15	37
3041	0.5935735606	0.47436895	0.4692992219	0.613997697	0.6788994512	0.7832155514	0.7246771863	0.7332945453	0.5658993314	12	40
3042	0.7039439165	0.6242457872	0.2985377862	0.6176838232	0.5851496869	0.4902028832	0.57049241	0.5769083487	0.4082927693	12	38
3043	0.7254449776	0.687628826	0.4773485156	0.5646587078	0.607491895	0.4539650426	0.613124457	0.5970146376	0.614032783	12	37
3044	0.4543363905	0.4328041158	0.4626153125	0.6233020863	0.7175226519	0.5114777595	0.5911093077	0.5924364428	0.4941653307	13	41
3045	0.3247192678	0.2915114346	0.6575032571	0.6345127983	0.5017913365	0.4812421043	0.4283825238	0.414234667	0.5256136158	15	37
3046	0.3720439192	0.3435585324	0.2604352939	0.3617264785	0.3379032298	0.2974176067	0.322107508	0.3467740435	0.43433916	12	41
3047	0.3719706155	0.2526511729	0.7310765076	0.5336901879	0.6779316611	0.4352246935	0.3853299996	0.3928591244	0.0774812049	11	42
3048	0.4522401009	0.3921409337	0.820680986	0.7517583352	0.7265074759	0.6496181507	0.6125860931	0.6064139172	0.3917408791	14	39
3049	0.5859218127	0.6357959699	0.5752624476	0.5697959471	0.5911940512	0.870775195	0.6900646981	0.711260907	0.4333437249	13	40
3050	0.577806734	0.4434793024	0.4879228931	0.6483498039	0.5895111334	0.4244790575	0.4221108907	0.4443322355	0.3905134294	12	39
3051	0.5052528007	0.4244266288	0.5742097793	0.7113360351	0.5040467311	0.448210633	0.4945834646	0.5071899993	0.5262269044	12	41
3052	0.6505645403	0.7962278773	0.7749898494	0.7212547981	0.732847041	0.5563575135	0.5997532464	0.5869669435	0.3572949816	12	38
3053	0.3625348627	0.3857656199	0.3217804901	0.5310795176	0.671478623	0.5354780506	0.6755112513	0.6616912024	0.5113083128	15	41
3054	0.5265487936	0.6030972356	0.5568024902	0.6487738328	0.8053613778	0.690402255	0.6923673417	0.6957154328	0.5640879811	14	39
3055	0.4989132504	0.4931220414	0.351905739	0.6163482559	0.6790800634	0.553483903	0.4664998495	0.4662464158	0.6803283485	13	40
3056	0.22786846	0.2323162408	0.4842311843	0.4609691721	0.471651259	0.5064879233	0.279324613	0.2989831674	0.4987668936	11	40
3057	0.5270082773	0.4747110669	0.7728123857	0.6103024616	0.6778023126	0.6034305449	0.5145803552	0.5358054927	0.5757480689	14	38
3058	0.426671349	0.3456366605	0.4854644558	0.6660573834	0.6890194843	0.7330098689	0.6189385559	0.6494657482	0.2733588797	13	38
3059	0.4085170386	0.3451908949	0.4055758752	0.5901474933	0.5331203727	0.5315691859	0.4509864707	0.4648055975	0.3679789625	12	38
3060	0.383009657	0.4347456366	0.6055555103	0.613545601	0.54070626	0.4177165243	0.4526244869	0.4541619012	0.5192505012	12	41
3061	0.4476545134	0.4345907081	0.2968077591	0.3847448525	0.4450521305	0.721033737	0.4990872377	0.5410643952	0.4944958516	14	40
3062	0.4056683198	0.5027599274	0.5334118787	0.7498381873	0.7880724208	0.5989027837	0.592446142	0.5868017672	0.382902156	12	40
3063	0.3267813909	0.1493831298	0.652372852	0.4719222081	0.5874128062	0.6194194681	0.4399714685	0.4472857474	0.2595699338	12	41
3064	0.34351213	0.3361199853	0.7109079206	0.6959659677	0.8920590226	0.6856857703	0.7463348264	0.7374470459	0.8152067235	13	41
3065	0.5323554087	0.5345891715	0.4811030697	0.6177939886	0.473398999	0.355955851	0.3620768217	0.3665640077	0.3628933061	12	39
3066	0.4570846518	0.3934233777	0.1152357615	0.3123322594	0.393260519	0.3132904189	0.3229671228	0.3256614267	0.2920139762	12	39
3067	0.8514644586	0.7368795671	0.4803194916	0.4062416709	0.6065740518	0.4221427031	0.3570288314	0.3567627867	0.2812158318	12	40
3068	0.412850898	0.3228065306	0.26449094	0.4994207596	0.441857541	0.4664506505	0.5243552962	0.5139058163	0.2911096776	13	40
3069	0.4255463818	0.4084185824	0.4362526445	0.5967914626	0.4796816561	0.3699628458	0.2801613371	0.2928501444	0.5091479419	12	41
3070	0.4068704617	0.3367212403	0.3748179402	0.6020301489	0.4801610221	0.3443929901	0.4767460858	0.4525186228	0.3573067696	13	40
3071	0.2323020921	0.2126598596	0.2992826768	0.3016138353	0.5544441598	0.5307927627	0.4958680739	0.5105976377	0.5682817768	14	37
3072	0.5784410732	0.505918206	0.1967744627	0.5638710148	0.5406393476	0.6759643613	0.6162676524	0.6213324416	0.7081854729	13	40
3073	0.4686598688	0.4740373794	0.4940971763	0.5706333997	0.5505703375	0.6291530229	0.6371967291	0.6346002943	0.4465847607	12	39
3074	0.2275231147	0.1593412837	0.5099099677	0.340343442	0.4477844759	0.3175561277	0.2612606814	0.2991734438	0.2870487855	12	40
3075	0.6422251696	0.6333846698	0.5489004451	0.3583872185	0.581999775	0.3642205344	0.4475945124	0.4769410148	0.4935104717	13	39
3076	0.6015401453	0.4882544338	0.3601928577	0.5116027788	0.5347919347	0.4903805435	0.3194281929	0.3616517186	0.5114560172	13	41
3077	0.555864941	0.4774782537	0.6660538428	0.6038897004	0.6317370002	0.5171128382	0.4447015918	0.4919879956	0.4021366249	11	39
3078	0.3810293573	0.3628950177	0.3637949638	0.497684808	0.6994656862	0.7533198449	0.7160402713	0.7486837853	0.4569040692	12	41
3079	0.6474562005	0.5892513784	0.6171640263	0.5975904002	0.6636834131	0.4630399627	0.6082425707	0.586131853	0.4024039985	12	42
3080	0.3482989323	0.3003808485	0.5275414425	0.6519132213	0.5866828922	0.5448706444	0.4943180687	0.5090045843	0.3621052418	14	39
3081	0.3033531229	0.2724130409	0.5118746983	0.6081624464	0.6139652379	0.3975139667	0.4555240818	0.4519747136	0.4470510249	12	40
3082	0.5192244529	0.46355482	0.556999816	0.4409456488	0.4723772882	0.3291046207	0.3276710393	0.3349677829	0.4156882362	12	41
3083	0.696965511	0.6350760172	0.6156366932	0.6552756784	0.6163108646	0.6523143649	0.5816971431	0.6032896177	0.3678090191	10	39
3084	0.5372995011	0.4019710811	0.659540948	0.4112600494	0.5602408941	0.4389315137	0.3823542889	0.401344007	0.3941384677	12	38
3085	0.6612080915	0.6881980662	0.5410695988	0.412849021	0.4496318923	0.4976620883	0.4435142012	0.4421414365	0.3776061125	12	39
3086	0.5893775305	0.4853568032	0.47187628	0.5100688327	0.5212419932	0.3201259821	0.1941808661	0.2099444389	0.4443491162	12	39
3087	0.467451456	0.4331252129	0.4831630463	0.5571802347	0.5938306192	0.6487017198	0.5271317002	0.5530742469	0.4332573868	12	39
3088	0.2559991449	0.3905271116	0.602703451	0.6318458761	0.5135855377	0.5778866024	0.5061737075	0.5363297246	0.5614049728	11	39
3089	0.5198673578	0.516196666	0.5783364107	0.6272696874	0.6779216863	0.5199325897	0.4481558936	0.4799979032	0.4893124326	11	41
3090	0.299834863	0.3327205552	0.5993593988	0.6742740726	0.8143150247	0.6720808462	0.6579031376	0.6671086495	0.6324968923	12	37
3091	0.369301046	0.4578218693	0.6869406131	0.6515803252	0.4749699827	0.236352249	0.3307895634	0.3263732884	0.3552643039	11	40
3092	0.7785753171	0.6431476169	0.4072007324	0.6175115743	0.614720428	0.5849932138	0.5510108891	0.5818093405	0.2568516657	12	41
3093	0.4634931816	0.402787211	0.510403061	0.3978204869	0.4668498938	0.3686335544	0.4840815909	0.500198541	0.5278529231	12	40
3094	0.4402033413	0.4478964489	0.457854442	0.6297435799	0.6595967676	0.7888221934	0.7261972857	0.7613924485	0.3716334153	13	41
3095	0.3091165943	0.2895703437	0.6797130294	0.5541290186	0.6270920286	0.5993155815	0.5840125535	0.6029560302	0.5306850943	12	37
3096	0.4223813532	0.3965615742	0.5558132578	0.5973977996	0.5812529367	0.6605934225	0.5428296224	0.5645487579	0.4138095014	13	38
3097	0.4134037087	0.3400345267	0.5462055135	0.4779455268	0.5648673679	0.5630285136	0.4439680476	0.4626034277	0.5275776991	12	40
3098	0.5217845991	0.5859567807	0.4036960817	0.5631776284	0.6666354543	0.4703793574	0.6481707604	0.6343617684	0.2262802904	13	38
3099	0.4662847417	0.3924103961	0.6388885471	0.560174194	0.5401550239	0.4402866227	0.527710376	0.5431395734	0.5785872653	12	39
3100	0.6634199277	0.5513688635	0.4981530356	0.7489223007	0.6631332282	0.5535288899	0.6656215063	0.6639574329	0.4273729933	11	39
3101	0.7609506156	0.7317400078	0.5601311287	0.4364586835	0.385789486	0.5396612196	0.3959924304	0.4075739768	0.4563516224	12	42
3102	0.5078266622	0.5442430172	0.5653570751	0.7382533256	0.8015700932	0.6034265899	0.6509513982	0.6444226114	0.5705486443	12	40
3103	0.3476865413	0.3334244217	0.3722937724	0.4593395193	0.4772292211	0.3842761602	0.437086308	0.4756348451	0.5327016643	12	40
3104	0.2545941246	0.2273252069	0.5915661833	0.6773021824	0.7649670049	0.7857916069	0.5945556079	0.5837315173	0.3567821931	12	42
3105	0.515707133	0.404118673	0.4777379673	0.4249492006	0.5502147675	0.4924139282	0.50238835	0.4990168319	0.5369232286	12	38
3106	0.3266859423	0.2705715083	0.3010482485	0.2508872458	0.4461733752	0.4322329582	0.3652848072	0.3892523423	0.326340684	12	43
3107	0.564628374	0.5801307235	0.6918734127	0.6483962354	0.6699347621	0.5684009198	0.659705607	0.6824418524	0.4129818707	11	40
3108	0.601777504	0.598900364	0.6454521631	0.7227563052	0.8260879693	0.6117465306	0.8480755116	0.8287154842	0.4071668876	14	40
3109	0.401696321	0.2829677817	0.4198911139	0.5128170704	0.5149458564	0.2342145088	0.3016787003	0.3517399544	0.2683022837	11	41
3110	0.7933856667	0.7530375816	0.5265414554	0.7335703824	0.8643090041	0.6627834423	0.7785397041	0.7829123277	0.4381352019	12	40
3111	0.2986494139	0.3244949995	0.7696289206	0.682801472	0.6152811883	0.4873123838	0.615603586	0.6233410936	0.382700618	13	40
3112	0.5580974906	0.5477484681	0.5970980963	0.7342895285	0.7602567994	0.7484505593	0.7500289834	0.7572248401	0.5964175438	12	40
3113	0.6237551206	0.5783855045	0.6409821401	0.7040342222	0.576227465	0.4916873581	0.445353419	0.4499051773	0.5399815127	14	39
3114	0.3424458941	0.3736551456	0.4728604784	0.5919517249	0.5212886917	0.4671975728	0.3873327617	0.3893298921	0.3590615405	12	42
3115	0.4496888535	0.3914227458	0.7516267909	0.600907319	0.84249268	0.6613399361	0.3030735392	0.328208763	0.2851121179	11	39
3116	0.4098432206	0.4726942497	0.3756192579	0.5872258045	0.6465671533	0.7376305574	0.6516910398	0.6437982858	0.3127066056	13	40
3117	0.5498967897	0.437536781	0.8079386963	0.6269293626	0.6387027193	0.5086251232	0.4758204875	0.5129905988	0.4144868907	12	38
3118	0.3597401667	0.310630183	0.2237949844	0.5562117281	0.4386837408	0.4502973887	0.5539684401	0.5706285482	0.1879891162	12	39
3119	0.3207324506	0.2895722462	0.5022278704	0.4851205257	0.5953488489	0.6632648993	0.4131096783	0.44286384	0.4765393433	11	40
3120	0.61117298	0.5379511867	0.4965538391	0.5648845633	0.6028719616	0.5962380805	0.5400149964	0.5432984056	0.3633810402	12	38
3121	0.5198025502	0.492468575	0.5119382133	0.547494558	0.6665706394	0.8907868173	0.6813308115	0.7092851407	0.355682922	13	39
3122	0.2171879115	0.1648730215	0.6560966167	0.5831216338	0.6392534826	0.4150225455	0.2764543926	0.2835899822	0.2637435708	12	40
3123	0.4233564026	0.4870338489	0.539754081	0.5723810751	0.5900512557	0.6709098868	0.8191346551	0.8123823179	0.5769931312	13	39
3124	0.6026280858	0.5342794064	0.6321611209	0.5649150514	0.5753937731	0.4770752739	0.4982166369	0.49399059	0.6063401533	12	37
3125	0.2974331663	0.3358662336	0.4850559914	0.5777242921	0.4488653603	0.2442055764	0.4007198897	0.3884951729	0.6113151788	13	41
3126	0.4392340074	0.435755965	0.7273030188	0.7188792628	0.5563276719	0.5802655956	0.4908489676	0.5232269031	0.5088566242	12	39
3127	0.2028252378	0.2370438705	0.4496575499	0.5161592712	0.4844241189	0.3752165376	0.3997415819	0.417538002	0.4186640411	13	40
3128	0.7539077756	0.7873842244	0.5786521913	0.600643455	0.8951497175	0.6510462689	0.6683910188	0.6601677586	0.2249823741	12	42
3129	0.4337293069	0.4027044052	0.6359371906	0.5809435017	0.5175571479	0.241995591	0.3165633963	0.3214336248	0.4904725263	12	40
3130	0.5982848383	0.5697132176	0.281082158	0.5431031938	0.7666844047	0.6105035083	0.5598345424	0.5649757691	0.5125118772	11	39
3131	0.4653117063	0.5387753065	0.3598333615	0.2523103589	0.2554120482	0.2773852534	0.348292695	0.3570238254	0.3134001512	12	39
3132	0.3429649762	0.383237159	0.3486504277	0.5009463595	0.574935792	0.7073622309	0.7400369383	0.7410974285	0.4969190006	12	40
3133	0.3220259133	0.3252532381	0.5601954931	0.4254051958	0.5052742844	0.4047821129	0.419641846	0.4038412528	0.3773979831	11	40
3134	0.4011205098	0.329246603	0.4013608555	0.5878577225	0.5737174367	0.455715362	0.5763696917	0.5570577635	0.4098828356	12	37
3135	0.4233405739	0.4278106173	0.7236835288	0.5709046859	0.6092806623	0.5677187261	0.4695876644	0.4889442712	0.4975578704	14	40
3136	0.5454413855	0.5267051082	0.4640580056	0.1830354316	0.3315523414	0.43886962	0.337738705	0.3412126689	0.2993479525	13	40
3137	0.5145487336	0.4390407162	0.492619053	0.5500663978	0.5424939042	0.6614756423	0.5826626023	0.5991493061	0.3514887581	12	42
3138	0.4693401292	0.4532584351	0.7220091936	0.6624551604	0.6639079054	0.5152469242	0.597937756	0.5936609554	0.4192208504	12	38
3139	0.7263227539	0.6625838686	0.2480090583	0.5150530877	0.5065396527	0.6179047111	0.5122228118	0.5350042884	0.1759414664	11	39
3140	0.7908592075	0.7155668477	0.3085015502	0.4501998673	0.4321820927	0.4537444274	0.4347706355	0.4461093581	0.6032464421	12	42
3141	0.379605416	0.4176079459	0.514224719	0.4685432357	0.6619039781	0.5598479215	0.5343770237	0.567975907	0.3240638905	12	41
3142	0.5090144218	0.4543390957	0.6999299854	0.5994221145	0.7261231132	0.3662154509	0.5038409937	0.5327747634	0.2766842326	13	41
3143	0.2882567772	0.3193962284	0.3909361158	0.6337048017	0.684236957	0.6265692225	0.5712116343	0.5858152733	0.2467306943	13	39
3144	0.4696129703	0.4003306365	0.6685908622	0.6837892716	0.5884082702	0.4820952947	0.4401825894	0.431111181	0.3408962033	13	39
3145	0.2274310836	0.3101626393	0.4650410322	0.4787790813	0.471722672	0.4118178008	0.3685679782	0.3603796651	0.3250388284	12	40
3146	0.4766075722	0.38148058	0.4957294599	0.4957066594	0.6238112814	0.3550337522	0.1892388207	0.2097726376	0.3674602524	10	40
3147	0.6185239591	0.6437167359	0.6132097199	0.3615574381	0.4088141051	0.4386513285	0.3842431518	0.3983904729	0.642622914	12	39
3148	0.7436758705	0.7190118433	0.371119745	0.6084882765	0.8110981859	0.7492395016	0.6899527989	0.7074265178	0.3844020532	13	39
3149	0.4454559422	0.3352520568	0.4662691228	0.4184905816	0.4068018605	0.1926886672	0.1617639509	0.165439268	0.219558476	12	41
3150	0.3521534259	0.2734840852	0.4004467953	0.6893789711	0.7268269255	0.6436605492	0.5071565049	0.5392280812	0.6236766532	11	39
3151	0.3281289751	0.2083951813	0.5638204461	0.6374233423	0.7074134237	0.2680125085	0.2490407383	0.2411575544	0.5085580381	12	40
3152	0.3360085676	0.3171652221	0.4614914406	0.5363886502	0.6177075127	0.4621234603	0.4043163136	0.4335267504	0.4600901963	13	41
3153	0.5705716219	0.49952716	0.3456576891	0.5385588781	0.5977454738	0.5306642196	0.4366760571	0.4510568159	0.1723951249	11	40
3154	0.5366762247	0.5624939564	0.568481444	0.6972506155	0.6611164718	0.6681589209	0.7168795052	0.7344182177	0.5525024325	13	39
3155	0.4552704002	0.4065914799	0.2729733092	0.5896041137	0.5714449473	0.3540060352	0.485841449	0.4720270814	0.6073208121	12	39
3156	0.4542608421	0.4761530886	0.5983328946	0.5084395575	0.4473844992	0.5000889342	0.5028532895	0.5090146882	0.6575226652	13	41
3157	0.6737033915	0.6677769912	0.6101258403	0.5980097741	0.526030854	0.5846419969	0.5654352713	0.5632106559	0.4739481148	12	41
3158	0.5175460475	0.4691069675	0.5615011839	0.5336836824	0.5627505617	0.5137325296	0.4697220493	0.478222116	0.6554306447	12	39
3159	0.7201460639	0.6391480402	0.7017048363	0.6007531338	0.5887967047	0.7100245044	0.562796116	0.598416777	0.4243130672	13	39
3160	0.5132712216	0.4377713308	0.5356213295	0.3623064973	0.5383657694	0.4386084195	0.3195357622	0.3348775978	0.2801655862	11	40
3161	0.5799171072	0.5386288905	0.708571742	0.6133461777	0.4736544793	0.3997525763	0.4862924798	0.4657753268	0.3965655342	13	39
3162	0.3157250663	0.4266948648	0.6908123956	0.5981592227	0.6958274948	0.5838427021	0.6692555367	0.6718944098	0.4827759234	12	40
3163	0.3712977739	0.368481986	0.5000528551	0.8058807384	0.7530807673	0.5604538909	0.7516104778	0.7607896849	0.2526952804	13	38
3164	0.4834410987	0.430198816	0.3341831034	0.5030718565	0.6192864251	0.5046978848	0.5520540781	0.5343373911	0.4639298462	12	39
3165	0.5731964415	0.4983488921	0.6041870449	0.7255700415	0.8283752135	0.6394245335	0.7351420611	0.7482857809	0.4665242238	14	41
3166	0.5029716247	0.5584559391	0.7150178033	0.598216257	0.6606905009	0.6077474008	0.6601022622	0.6586265361	0.3799307737	12	38
3167	0.6215339015	0.5492384223	0.5149593612	0.5402013215	0.5432210107	0.4469870405	0.4983898326	0.5053963925	0.4128044328	13	41
3168	0.3705077422	0.280066026	0.3295355081	0.5994762805	0.5083294531	0.3672723187	0.3831281283	0.4037580253	0.49474319	12	40
3169	0.3066568648	0.2344725523	0.7405099369	0.6595731733	0.630340189	0.5006051036	0.5548721696	0.546555877	0.2460815374	12	41
3170	0.4575932559	0.4337841688	0.6018895891	0.3610845272	0.4762027027	0.4751892676	0.4534086863	0.4605246322	0.1747124557	14	40
3171	0.3992121957	0.3887452601	0.5874335047	0.4445094261	0.5440137259	0.3999741894	0.399044951	0.4047407542	0.2669418935	13	38
3172	0.5657773992	0.4335195047	0.2461072185	0.5853859357	0.6620251036	0.4855291866	0.4096711304	0.4194927413	0.2307085507	12	40
3173	0.6814375968	0.7499816233	0.8014729741	0.7256876932	0.7375480409	0.6354976988	0.6401885894	0.6369100772	0.2422645976	13	38
